date,token_symbol,factor_name,factor_value,lookback_window,factor_data_source,price_usd,cex_volume_usd,dex_volume_usd,dex_share,return_1d,future_return_1d,future_return_3d,future_return_7d
2026-01-12,OP,DEX_SHARE,0.08882509462848893,1d,merged_volume_panel,0.3088,21522786.077791262,2098130.1161373123,0.08882509462848893,-0.02216592780240656,0.18814766839378239,0.10459844559585485,0.03497409326424861
2026-01-12,PENDLE,DEX_SHARE,0.08440548853862341,1d,merged_volume_panel,2.115,14039208.59454726,1294226.0414242223,0.08440548853862341,-0.03863636363636358,0.06619385342789585,0.0023640661938533203,-0.07612293144208049
2026-01-12,PEPE,DEX_SHARE,0.00920463227926038,1d,merged_volume_panel,5.74e-06,164509659.9267479,1528318.536142662,0.00920463227926038,-0.010344827586206917,0.14459930313588854,0.029616724738676048,-0.08013937282229966
2026-01-12,UNI,DEX_SHARE,0.028884733439974754,1d,merged_volume_panel,5.367,51017779.52878435,1517466.580057364,0.028884733439974754,-0.016312316715542563,0.06763555058692017,-0.003167505123905401,-0.06353642630892498
2026-01-13,AAVE,DEX_SHARE,0.04217105694695892,1d,merged_volume_panel,177.74,134749283.19099146,5932708.273458926,0.04217105694695892,0.07721212121212129,0.004050860807921719,-0.01344660740407344,-0.13756048160234058
2026-01-13,ARB,DEX_SHARE,0.3333253336777609,1d,merged_volume_panel,0.2214,33032969.08596814,16515889.982274242,0.3333253336777609,0.10258964143426308,-0.01806684733514008,-0.05239385727190615,-0.17841011743450774
2026-01-13,CRV,DEX_SHARE,0.04110612927166191,1d,merged_volume_panel,0.4335,23845340.908743218,1022208.7092674117,0.04110612927166191,0.10869565217391308,-0.01384083044982698,-0.016839677047289392,-0.15594002306805077
2026-01-13,ENA,DEX_SHARE,0.00681120471628373,1d,merged_volume_panel,0.2406,100313330.6964942,687940.333590766,0.00681120471628373,0.1242990654205609,-0.012884455527847116,-0.07980049875311723,-0.25436408977556113
2026-01-13,LDO,DEX_SHARE,0.12887746449697368,1d,merged_volume_panel,0.6651,16237564.408171196,2402252.3184100734,0.12887746449697368,0.09373458312777516,-0.02480829950383412,-0.08570139828597212,-0.2171102089911291
2026-01-13,LINK,DEX_SHARE,0.0972531059914173,1d,merged_volume_panel,14.06,179282982.58809566,19314192.077332944,0.0972531059914173,0.07492354740061158,0.0035561877667140696,-0.023470839260312903,-0.13798008534850648
2026-01-13,OP,DEX_SHARE,0.059934547354056594,1d,merged_volume_panel,0.3669,58406986.98324902,3723779.3573866547,0.059934547354056594,0.18814766839378239,-0.0419732897247207,-0.07331698010357035,-0.18233851185609162
2026-01-13,PENDLE,DEX_SHARE,0.06240950442825596,1d,merged_volume_panel,2.255,15682869.011093268,1043909.9880153268,0.06240950442825596,0.06619385342789585,-0.0044345898004433115,-0.05764966740576494,-0.14101995565410197
2026-01-13,PEPE,DEX_SHARE,0.008284153104131452,1d,merged_volume_panel,6.57e-06,290914120.5938758,2430108.5060774256,0.008284153104131452,0.14459930313588854,-0.05022831050228305,-0.0974124809741248,-0.2404870624048706
2026-01-13,UNI,DEX_SHARE,0.02892050745068288,1d,merged_volume_panel,5.73,73270966.2452762,2182142.1845211373,0.02892050745068288,0.06763555058692017,-0.00855148342059342,-0.07242582897033156,-0.16178010471204196
2026-01-14,AAVE,DEX_SHARE,0.03408720550206905,1d,merged_volume_panel,178.46,80000058.42343168,2823213.904185309,0.03408720550206905,0.004050860807921719,-0.03759946206432818,-0.02588815420822599,-0.1064664350554746
2026-01-14,ARB,DEX_SHARE,0.2758825982523696,1d,merged_volume_panel,0.2174,35205809.06131824,13413115.130187629,0.2758825982523696,-0.01806684733514008,-0.03449862005519777,-0.0036798528058878954,-0.14857405703771864
2026-01-14,CRV,DEX_SHARE,0.03681680231808476,1d,merged_volume_panel,0.4275,27103140.577764228,1035992.915213146,0.03681680231808476,-0.01384083044982698,0.025497076023391907,-0.024327485380116864,-0.1389473684210527
2026-01-14,ENA,DEX_SHARE,0.00992364106067023,1d,merged_volume_panel,0.2375,124452018.32658508,1247395.8680036147,0.00992364106067023,-0.012884455527847116,-0.05557894736842106,-0.07789473684210524,-0.24631578947368415
2026-01-14,LDO,DEX_SHARE,0.1457789911960333,1d,merged_volume_panel,0.6486,15747122.208136778,2687360.25698666,0.1457789911960333,-0.02480829950383412,-0.04702436016034528,-0.06305889608387283,-0.18516805427073701
2026-01-14,LINK,DEX_SHARE,0.07284042290965544,1d,merged_volume_panel,14.11,227617708.16021535,17882326.337120976,0.07284042290965544,0.0035561877667140696,-0.021970233876683065,-0.02551381998582558,-0.12119064493267184
